id,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant_room,store_room,furnishing_type,luxury_category,floor_category,img,society,near_locatio
1501,flat,sector 85,1.98,3.0,4.0,3,Relatively New,2399.0,0.0,1.0,unfurnished,High,High Floor,static/data/31.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1502,flat,sector 65,2.5,3.0,3.0,3,Under Construction,1654.0,0.0,0.0,unfurnished,Low,High Floor,static/data/32.jpg,M3m Heights,"{'M3m 65th Avenue Mall': '0.25 Km', 'DPS International School': '0.85 Km', 'Golf Course Extension Road': '1.4 Km', 'Park Hospital': '3.5 Km', 'Lemon Tree Hotel': '4.4 Km', 'Rapid Metro Sector 56': '5 Km', 'SkyJumper Trampoline Park': '5.1 Km', 'PVR Drive in Theatre': '5.7 Km', 'DPG Institute of Technology': '7.9 Km', 'Indira Gandhi International Airport': '22.8 Km', 'Gurgaon - Delhi Expy': '3.7 KM'}"
1503,flat,sector 57,5.5,5.0,6.0,3+,Moderately Old,5010.0,1.0,0.0,semifurnished,High,High Floor,static/data/33.jpg,Bptp Freedom Park Life,"{'Presidium School Gurgoan': '1min away', 'Manav Rachna School': '3mins', 'Windsor International School': '8 mins', 'Dreamz Cafe': '4 mins away', 'Biryani Shah': '8 mins'}"
1504,flat,sector 91,1.8,4.0,4.0,3+,Moderately Old,2604.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/34.jpg,Dlf New Town Heights,"{'KLAY Play School': '1.7 KM', 'RHM Public School': '2.1 KM', 'Sanjeevani Hospital': '2.5 KM', 'Garhi Harsaru Junction': '5.9 KM', 'Spaze Business Park': '21.4 KM', 'Orchid Business Park': '21.5 KM', 'MG Road Metro Station': '25.6 KM', 'IGI Airport': '35.3 KM'}"
1505,flat,sector 113,2.78,3.0,4.0,3+,Relatively New,2350.0,1.0,0.0,unfurnished,High,Mid Floor,static/data/35.jpg,La Vida By Tata Housing,"{'Bajghera Road': '550 Meter', ""Rion's Hospital"": '3.1 KM', 'Dwarka Expy': '3.8 KM', 'Bijwasan Railway Station': '4.5 KM', 'Euro International School, Sector- 109.': '6.1 KM', 'The NorthCap University': '6.7 KM', 'Dwarka Sector 21': '7.4 KM', 'Pacific D21 Mall': '7.5 KM', 'Indira Gandhi Intl Airport': '15.6 KM'}"
1506,flat,sector 104,2.65,3.0,4.0,3,Relatively New,2090.0,1.0,0.0,semifurnished,High,High Floor,static/data/36.jpg,Puri Emerald Bay,"{'Dwarka Expressway': '350 Mtr', 'Gurgaon Railway Station': '2.8 Km', 'Delhi Public School': '3.5 Km', 'Chauma Road': '3.6 Km', 'Chirag Hospital': '4.1 Km', 'Gurgaon Dreamz Mall': '5.2 Km', 'Park Inn': '7.4 Km', 'DPG Degree College': '8.8 Km', 'Infinity Business Park': '8.9 km', 'The NorthCap University': '9.3 Km', ""Oyster's Water Park"": '11.4 Km', 'Sector-21 Metro Dwarka': '13.7 Km', 'DLF Golf and Country Club': '15 Km', 'Indira Gandhi International Airport': '23.7 Km'}"
1507,flat,sector 81,2.7,3.0,3.0,3,Relatively New,2343.0,1.0,0.0,semifurnished,Low,High Floor,static/data/37.jpg,Dlf The Ultima,"{'Miracles Apollo Cradle Hospital': '700 Meter', 'Manesar Road': '1 KM', 'Vatika Town Square-INXT': '2.7 KM', 'NH 48': '2.8 KM', 'Euro International School, Sec 84': '3.2 KM', 'Garhi Harsaru Junction': '7 KM', 'SGT University': '14.4 KM', 'Huda Metro Station (Gurugram)': '19.5 KM', 'Indira Gandhi Intl Airport': '29.4 KM'}"
1508,flat,sector 104,1.83,3.0,4.0,3+,Relatively New,2000.0,1.0,0.0,unfurnished,High,Mid Floor,static/data/38.jpg,Ats Triumph,"{'Dhanwapur Road': '1.9 Km', 'Dwarka Expressway': '2.9 Km', 'Govt. PG College': '3 Km', 'Shree Krishna Hospital': '3.4 Km', 'Delhi Public School': '3.5 Km', 'Basai Dhankot': '4.3 Km', 'The Esplanade Mall': '4.8 Km', 'Park Inn': '6.9 Km', 'The NorthCap University': '9.8 Km', ""Oyster's Water Park"": '12 Km', 'IFFCO Chowk Metro Station': '12.2 Km', 'DLF Golf and Country Club': '15.5 Km', 'The Executive Centre': '16.4 Km', 'Indira Gandhi International Airport': '22.1 Km'}"
1509,house,sector 92,0.75,2.0,2.0,3,Relatively New,959.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/39.jpg,Signature Global City 92,"{'Royal Institute Of Science & Management': '1.4 KM', 'Pataudi Road': '3.3 KM', 'Holiday Inn Sector 90': '3.5 KM', 'RPS International School': '3.8 KM', 'Garhi Harsaru Junction': '3.9 KM', 'Aarvy Healthcare Hospital': '4 KM', 'Iris Broadway Mall': '4.8 KM', 'IMT Manesar': '6.6 KM', 'Dwarka Expressway': '6.6 KM', 'Indira Gandhi Intl Airport': '32.5 KM'}"
1510,flat,sector 33,1.2,2.0,2.0,3+,Under Construction,1111.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/40.jpg,Godrej Nature Plus,"{'K. R. Mangalam University': '1.1 KM', 'Badshahpur Sohna Rd Hwy': '1.7 KM', 'Gurjar Samrat Jaipal Khatana Marg': '2.3 KM', 'Signature Global Infinity Mall Sohna': '2.3 KM', 'Vidya Niketan Sr Sec School': '4.7 KM', 'Sanjivani Hospital': '7 KM', 'Garhi Harsaru Junction': '30.5 KM', 'Indira Gandhi Intl Airport': '35.6 KM'}"
1511,flat,sector 66,3.45,3.0,4.0,3,Relatively New,2000.0,1.0,0.0,semifurnished,Medium,Mid Floor,static/data/41.jpg,Emaar Mgf The Palm Drive,"{'Ashoka International School': '2.3 Km', 'HUB 66': '2.6 Km', 'Park Hospital': '2.8 Km', 'Vatika Business Centre': '2.9 Km', 'NH 248A': '3.8 Km', 'Gurugram University': '4.3 Km', 'De Adventure Park': '5 Km', 'Sealdah': '6.1 Km', 'Sector 55-56 Rapid Metro Station': '6.5 Km', 'Hasanpur': '6.5 Km', 'Tau DeviLal Sports Complex': '7.2 Km', 'DLF Golf and Country Club': '11.9 Km', 'The Oberoi Gurgaon': '15 Km', 'Indira Gandhi International Airport': '22.7 Km'}"
1512,flat,sector 82a,2.2,3.0,3.0,3+,Relatively New,1893.0,1.0,0.0,furnished,High,High Floor,static/data/42.jpg,Dlf The Primus,"{'Sapphire 83': '1Km', 'Cambridge Montessori': '1.4Km', 'Hyatt Regency': '1.9Km', 'NH 48': '2Km', 'Miracles Apollo Hospital': '3.3Km', 'Garhi Harsaru Junction': '9.6Km', 'IGI Airport': '26.9Km'}"
1513,flat,sector 82,0.85,2.0,2.0,2,Relatively New,1294.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/43.jpg,Vatika The Seven Lamps,"{'SS Omnia Mall': '3.3 Km', 'Nakhrola Stadium': '3.4 Km', 'Hyatt Regency Gurgaon': '3.9 Km', 'Arc Multi Speciality Hospital': '4.1 Km', 'Knowledge Tree World School': '4.4 Km', 'IMT Manesar': '8.8 Km', 'DPG Institute of Technology': '10.7 Km', 'SkyJumper Trampoline Park': '12.5 Km', 'Golf Course Ext Rd': '15 Km', 'Indira Gandhi International Airport': '28.9 Km'}"
1514,house,sector 109,6.25,5.0,7.0,3+,Relatively New,6228.0,1.0,1.0,unfurnished,Medium,Mid Floor,static/data/44.jpg,International City By Sobha Phase 2,"{'Euro International School': '1.1 KM', 'Dwarka Expressway': '2.7 KM', 'Gurgaon Railway Station': '4.2 KM', 'Aryan Hospital': '6.7 KM', 'The NorthCap University': '7.4 KM', 'Dwarka Sector 21 Metro Station': '10.9 KM', 'Pacific D21 Mall': '11 KM', 'Indira Gandhi Intl Airport': '18.1 KM'}"
1515,flat,sector 81,2.4,3.0,4.0,3+,New Property,2407.0,1.0,0.0,semifurnished,High,Mid Floor,static/data/45.jpg,Bestech Park View Grand Spa,"{""St. Xavier's High School"": '0.65 Km', 'Spectra Hospital': '0.75 Km', 'Sapphire 83 Mall': '2.5 Km', 'Hyatt Regency Gurgaon': '4.9 Km', 'NH-8, IMT Manesar': '5.4 Km', 'Dwarka Expressway': '5.6 Km', 'IMT Manesar': '8.1 Km', 'National Tennis Academy': '9.7 Km', 'SkyJumper Trampoline Park': '13.5 Km', 'Indira Gandhi International Airport': '30 Km'}"
1516,flat,sector 90,1.0,3.0,4.0,3,New Property,1765.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/46.jpg,Shree Vardhman Flora,"{'Holiday Inn Gurugram Sector 90': '1.9 Km', 'IRIS Broadway Mall': '2.2 Km', 'Aarvy Healthcare Hospital': '2.3 Km', 'Flying Wings Badminton Academy': '2.9 Km', 'Saraswati Model School': '3.3 Km', 'Garhi Harsaru Junction': '4.4 Km', 'Dwarka Expressway': '6.8 km', 'SGT University': '11.3 km', 'Orchid Business Park': '16.7 km', 'Indira Gandhi International Airport': '30.5 Km'}"
1517,flat,sector 33,2.96,4.0,4.0,3,New Property,2371.0,1.0,0.0,semifurnished,Low,Low Floor,static/data/47.jpg,Central Park Flower Valley Aqua Front Towers,"{'Central Park, Sohna Rd': '850 Meter', 'HDFC Bank ATM, Dhunela Ghamroj': '1.2 KM', 'Ashiana Anmol  Kid Centric Homes': '1.8 KM', 'Indianoil, Sohna - Gurgaon Rd': '1.9 KM', 'Taj Hotel & Family Restaurant': '3.4 KM', 'V-Square Sohna New Residential': '3.6 KM', 'KR Mangalam University': '3.7 KM', 'G D Goenka University': '3.9 KM', 'G D Goenka World School': '4 KM', 'The Phoenix Project, Sohna - Gurgaon Rd': '4.3 KM', 'Signature Global Park': '4.4 KM', 'Signum 36': '4.8 KM', 'Kotak Mahindra Bank, MBS Tower': '5.9 KM', 'Pasco Automobiles, Alipur, Sohna': '6 KM', 'Sohna Bus Stand': '6.1 KM'}"
1518,flat,sector 95,0.48,2.0,2.0,2,Relatively New,744.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/48.jpg,Signature The Roselia,"{'Yaduvanshi Shiksha Niketan': '2.6 Km', 'Newtown Square Mall': '3 Km', 'Aarvy Healthcare': '4.7 Km', 'Pataudi Road': '4.8 Km', 'National Tennis Academy': '4.9 Km', 'Holiday Inn Sector 90': '5.6 Km', 'Gurugram University Sector 87': '6.5 Km', 'Dwarka Expressway': '6.9 Km', 'IMT Manesar': '9.1 Km', 'NH-48': '9.4 Km', 'Indira Gandhi International Airport': '32.7 Km', 'CNG Petrol Pump': '850 m'}"
1519,flat,sector 85,1.1,2.0,2.0,3,Relatively New,1600.0,0.0,0.0,unfurnished,High,Mid Floor,static/data/49.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1520,house,sector 17,1.52,2.0,2.0,1,Old Property,105.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/50.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1521,flat,sector 79,1.1,2.0,2.0,3+,New Property,1223.0,0.0,0.0,semifurnished,Low,Mid Floor,static/data/51.jpg,Godrej Aria,"{'Mount Olympus School, Sec 79': '170 Meter', 'Savoy Suites, Manesar': '6.1 Km', 'Delhi Jaipur Expressway': '4.2 Km', 'Nakhrola Stadium': '5.7 Km', 'Sapphire 83 Mall': '6 Km', 'Miracles Apollo Cradle Hospital': '5.5 Km', 'Singhania University, Manesar': '10.4 Km', 'Capital Business Park': '12 Km', 'Manesar Golf Course': '9.7 Km', 'Garhi Harsaru Junction': '11.8 Km', 'Indira Gandhi International Airport': '31.2 Km'}"
1522,flat,sector 108,0.98,2.0,3.0,3,Relatively New,978.23,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/52.jpg,Experion The Heartsong,"{'Galleria 108 Mall': '0.65 Km', 'The Shikshiyan School': '0.75 Km', 'Dwarka Expressway': '3 Km', 'Manipal Hospital': '8.5 Km', 'SkyJumper Trampoline Park': '12.1 Km', 'Vivanta New Delhi, Dwarka': '13.3 Km', 'Fun N Food Village': '14.1 Km', 'Central Peripheral Road': '14.8 Km', 'Indira Gandhi International Airport': '20.5 Km'}"
1523,flat,sector 67a,1.8,3.0,3.0,3,New Property,1551.0,1.0,1.0,semifurnished,High,Mid Floor,static/data/53.jpg,Ireo The Corridors,"{'Lovely Public School': '2.9 Km', 'Southern Peripheral Road': '3.7 Km', 'Paras Trinity Mall': '3.7 Km', 'KIIT College of Engineering': '4.1 Km', 'PVR Drive in Theatre': '5.6 Km', 'De Adventure Park': '6 Km', 'Lemon Tree Hotel, Sohna Road': '6.6 Km', 'AIPL Business Centre': '9.8 Km', 'Huda Metro Station (Gurugram)': '9.9 Km', 'Teri Golf Course': '12.7 Km', 'Indira Gandhi International Airport': '24.8 Km', 'Radisson Hotel': '5.8 km'}"
1524,flat,sector 91,0.95,2.0,2.0,2,Relatively New,1186.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/54.jpg,Tarc Maceo,"{'Silver Streak Multi Speciality Hospital': '1.3 Km', 'Rao Bharat Singh International School': '1.8 Km', 'Holiday Inn Sector 90': '2.1 Km', 'Manish Gallexie 91': '2.2 Km', 'IMT Manesar': '5.2 Km', 'National Tennis Academy': '5.8 Km', 'Manesar Golf Course': '5.9 Km', 'Dwarka Expressway': '6.2 Km', 'Dronacharya College of Engineering': '9.2 Km', 'Indira Gandhi International Airport': '34.3 Km'}"
1525,flat,sector 65,2.1,2.0,2.0,2,New Property,1186.0,0.0,0.0,unfurnished,Medium,High Floor,static/data/55.jpg,M3m Skycity,"{'DPS International Edge': '1.4 Km', 'Eros City Square': '1.8 Km', 'Splendor Trade Tower': '2.5 Km', 'Narayana Junior College': '3.1 Km', 'CK Birla Hospital': '4 Km', 'DoubleTree by Hilton Hotel': '6 Km', 'Sector 55 Metro Station': '6.1 Km', 'SkyJumper Trampoline Park': '9 Km', 'Indira Gandhi Intl Airport': '22.9 Km'}"
1526,flat,sector 85,1.84,3.0,4.0,3,Relatively New,2026.0,0.0,0.0,unfurnished,High,Mid Floor,static/data/56.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1527,house,sector 4,1.25,2.0,3.0,0,Moderately Old,160.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/57.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1528,flat,sohna road,1.14,3.0,3.0,3+,Relatively New,1382.0,0.0,0.0,unfurnished,High,Mid Floor,static/data/58.jpg,Eldeco Accolade,"{'Sohna Road': '0.1 Km', 'Damdama More': '1 Km', 'Civil Hospital': '1.4 Km', 'GD Goenka World School': '1.7 Km', 'K.R. Mangalam University': '2.2 Km', 'Global City Centre': '3 Km', 'Western Peripheral Expressway': '10 Km'}"
1529,flat,sector 69,1.7,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/59.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
1530,flat,sector 53,5.0,3.0,4.0,3+,Relatively New,2500.0,1.0,0.0,semifurnished,Low,Mid Floor,static/data/60.jpg,Parsvnath Exotica,"{'Sector 53-54 Metro Station': '0.85 Km', 'Golf Course Road': '1.4 Km', 'Shiv Nadar School': '3.7 Km', 'Sushant University': '3.9 Km', 'DLF Golf and Country Club': '4.2 Km', 'Ramada by Wyndham Gurgaon': '4.5 Km', 'Sahara Mall': '5.5 Km', 'Mehrauli-Gurgaon Rd': '6.6 Km', 'PVR Drive in Theatre': '7.7 Km', 'Duke Horse Riding Club': '8.3 Km', 'SkyJumper Trampoline Park': '9.2 Km', 'Surajgarh Gurgaon': '9.5 Km', 'F9 Go Karting Gurgaon': '10.8 Km', 'Fun N Food Village': '11.5 Km', 'Indira Gandhi International Airport': '15.6 Km'}"
1531,flat,sector 85,1.65,3.0,4.0,3,New Property,2179.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/61.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1532,flat,sector 65,4.6,3.0,3.0,3,New Property,1717.0,1.0,1.0,unfurnished,Medium,Mid Floor,static/data/62.jpg,M3m Latitude,"{'M3M Cosmopolitan': '800 Metre', 'M3M International Financial Center (IFC)': '1.1 Km', ""St. Xavier's High School"": '1.1 Km', 'Badshahpur Sohna Rd Hwy, Haryana': '4.1 KM', 'Holiday Inn Express Gurugram Sec 50': '3.8 KM', 'Gurugram University': '4.3 Km', 'Medanta -The Medicity': '6 Km', 'Sector 55-56 Metro Station': '6.3 Km', 'NH 48, Sector 78': '12.6 KM'}"
1533,house,sector 9,3.4,9.0,9.0,3,Moderately Old,2628.0,0.0,0.0,semifurnished,Medium,Mid Floor,static/data/63.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1534,house,sector 40,2.1,3.0,3.0,2,Moderately Old,900.0,0.0,0.0,semifurnished,Low,Mid Floor,static/data/64.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1535,flat,sector 48,11.25,4.0,5.0,3+,Relatively New,4422.0,1.0,0.0,unfurnished,Low,Low Floor,static/data/65.jpg,Central Park Resorts,"{'Park Hospital': '4.3km', 'Omaxe Celebration Mall': '4.4km', 'GD Goenka Public School': '4.6km', 'Cambridge College Of Education': '4.7km', 'Gurugram University': '6.5km', 'Huda Metro Station': '7.4km', 'Basai Dhankot': '9.2km', 'Iffco Chowk': '10.9km', 'Indira Gandhi Int. Airport': '22.5km'}"
1536,house,sector 25,7.3,9.0,9.0,2,Relatively New,5800.0,1.0,1.0,semifurnished,Medium,Mid Floor,static/data/66.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1537,house,sector 48,22.0,5.0,6.0,3,Moderately Old,8250.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/67.jpg,Vipul Tatvam Villa,"{'HDFC Bank': '43 mtrs', 'The Sixth Element School': '270 mtrs', 'K.R.Mangalam World School': '650 mtrs', 'Sushil Park': '400 mtrs', 'Peer Baba Ki Mazar': '400 mtrs', 'Punjab National Bank': '2.0 kms', 'CoNexus.Life B35': '160 mtrs', 'Medhaam Pre School & Daycare': '850 mtrs', 'Moksh Wellness Pvt Ltd.': '650 mtrs', 'Marriott Courtyard': '1.5 kms', 'Axis Bank': '1.4 kms', 'World Tech Park': '2.4 kms', 'Athena': '2.6 kms', 'Bharat Petroleum Petrol Pump': '2.6 kms', 'Star Mall': '2.3 kms'}"
1538,flat,sector 102,1.42,3.0,3.0,3,Relatively New,1314.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/68.jpg,Emaar Gurgaon Greens,"{'JMS Marine Square Mall': '1.5 Km', 'Vibrant Hospital': '1.6 Km', 'Prime Scholars Int. School': '2.5 Km', 'Ramgarh Farms & Resort': '5.8 Km', 'Dwarka Expressway': '6.1 Km', 'DPG Institute of Technology': '8.7 Km', 'Basai Road': '6.1 Km', 'SkyJumper Trampoline Park': '10.5 Km', 'IMT Manesar': '16 Km', 'Indira Gandhi International Airport': '25.7 Km'}"
1539,flat,sector 33,1.79,3.0,3.0,3,Old Property,1619.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/69.jpg,Central Park Flower Valley,"{'Marigold Secondary School': '3 mins', 'Alpine Convent School': '5 mins', 'Medanta Hospital': '6 mins', 'Alpine Hospital': '6 mins', 'Pushpanjali Hospital': '8 mins', 'Golf Course Extension Rd': '10 mins', 'Country Inn': '10 mins', 'Westin': '10 mins', 'The Millenium School': '10 mins', 'Rajiv Chowk - Sohna Highway': '15 mins', 'KMP corridor': '15 mins', 'Central Park Resorts': '20 mins', 'De Adventure Park': '25 mins', 'GD Goenka University': '30 mins', 'IGI Airport': '35 mins'}"
1540,flat,sector 91,1.5,3.0,4.0,3+,Relatively New,1786.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/70.jpg,Tarc Maceo,"{'Silver Streak Multi Speciality Hospital': '1.3 Km', 'Rao Bharat Singh International School': '1.8 Km', 'Holiday Inn Sector 90': '2.1 Km', 'Manish Gallexie 91': '2.2 Km', 'IMT Manesar': '5.2 Km', 'National Tennis Academy': '5.8 Km', 'Manesar Golf Course': '5.9 Km', 'Dwarka Expressway': '6.2 Km', 'Dronacharya College of Engineering': '9.2 Km', 'Indira Gandhi International Airport': '34.3 Km'}"
1541,flat,sector 69,1.6,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/71.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
1542,flat,sector 65,2.35,3.0,3.0,3,Relatively New,1833.0,1.0,0.0,semifurnished,Medium,Mid Floor,static/data/72.jpg,Emaar Mgf Emerald Floors Premier,"{'WorldMark Gurgaon': '400 m', 'Sohna Road': '3.2 Km', 'Lemon Tree Hotel': '3.9 Km', 'CK Birla Hospital': '5.2 Km', 'Golf Course Road': '5.6 Km', 'Delhi International Airport': '23.4 Km'}"
1543,flat,sector 65,1.73,3.0,3.0,3,Relatively New,1262.0,1.0,0.0,furnished,High,Mid Floor,static/data/73.jpg,Emaar Mgf Emerald Estate,"{'Sector 53-54 Metro Station': '500 Meter', 'Lancers International School': '850 Meter', 'Golf Course Road': '23 Meter', 'Paras Hospitals, Gurgaon': '1.8 KM', 'Central Plaza Mall': '2.1 KM', 'DLF Golf and Country Club': '3 KM', 'NH 148A': '7.7 KM', 'Indira Gandhi Intl Airport': '14.5 KM'}"
1544,house,sector 26,4.0,4.0,4.0,3,Old Property,1350.0,0.0,1.0,unfurnished,Low,Low Floor,static/data/74.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1545,flat,sector 81,2.35,3.0,4.0,3+,Relatively New,2511.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/75.jpg,Bestech Park View Grand Spa,"{""St. Xavier's High School"": '0.65 Km', 'Spectra Hospital': '0.75 Km', 'Sapphire 83 Mall': '2.5 Km', 'Hyatt Regency Gurgaon': '4.9 Km', 'NH-8, IMT Manesar': '5.4 Km', 'Dwarka Expressway': '5.6 Km', 'IMT Manesar': '8.1 Km', 'National Tennis Academy': '9.7 Km', 'SkyJumper Trampoline Park': '13.5 Km', 'Indira Gandhi International Airport': '30 Km'}"
